id;title;view_counter;publish_time;difficulty;season/0;season/1;season/2;season/3;categories/0/name;sankelandskaber/0/id;sankelandskaber/0/title;sankelandskaber/0/sub_biotope_question;sankelandskaber/0/characteristic_question;sankelandskaber/0/color;sankelandskaber/0/profile_image/src;sankelandskaber/0/profile_image/id;sankelandskaber/0/sub_biotopes/0/id;sankelandskaber/0/sub_biotopes/0/title;sankelandskaber/0/sub_biotopes/1/id;sankelandskaber/0/sub_biotopes/1/title;sankelandskaber/1/id;sankelandskaber/1/title;sankelandskaber/1/sub_biotope_question;sankelandskaber/1/characteristic_question;sankelandskaber/1/color;sankelandskaber/1/profile_image/src;sankelandskaber/1/profile_image/id;sankelandskaber/1/sub_biotopes/0/id;sankelandskaber/1/sub_biotopes/0/title;sankelandskaber/1/sub_biotopes/1/id;sankelandskaber/1/sub_biotopes/1/title;profile_image/src;profile_image/id;season/4;season/5;sankelandskaber/2/id;sankelandskaber/2/title;sankelandskaber/2/sub_biotope_question;sankelandskaber/2/characteristic_question;sankelandskaber/2/color;sankelandskaber/2/profile_image/src;sankelandskaber/2/profile_image/id;sankelandskaber/2/sub_biotopes/0/id;sankelandskaber/2/sub_biotopes/0/title;sankelandskaber/2/sub_biotopes/1/id;sankelandskaber/2/sub_biotopes/1/title;sankelandskaber/2/biotope_characteristic/0/id;sankelandskaber/2/biotope_characteristic/0/title;sankelandskaber/2/biotope_characteristic/1/id;sankelandskaber/2/biotope_characteristic/1/title;season/6;season/7;sankelandskaber/0/biotope_characteristic/0/id;sankelandskaber/0/biotope_characteristic/0/title;sankelandskaber/0/biotope_characteristic/1/id;sankelandskaber/0/biotope_characteristic/1/title;sankelandskaber/3/id;sankelandskaber/3/title;sankelandskaber/3/sub_biotope_question;sankelandskaber/3/characteristic_question;sankelandskaber/3/color;sankelandskaber/3/profile_image/src;sankelandskaber/3/profile_image/id;sankelandskaber/3/sub_biotopes/0/id;sankelandskaber/3/sub_biotopes/0/title;sankelandskaber/3/sub_biotopes/1/id;sankelandskaber/3/sub_biotopes/1/title;sankelandskaber/1/biotope_characteristic/0/id;sankelandskaber/1/biotope_characteristic/0/title;sankelandskaber/1/biotope_characteristic/1/id;sankelandskaber/1/biotope_characteristic/1/title;sankelandskaber/4/id;sankelandskaber/4/title;sankelandskaber/4/sub_biotope_question;sankelandskaber/4/characteristic_question;sankelandskaber/4/color;sankelandskaber/4/profile_image/src;sankelandskaber/4/profile_image/id;sankelandskaber/4/sub_biotopes/0/id;sankelandskaber/4/sub_biotopes/0/title;sankelandskaber/4/sub_biotopes/1/id;sankelandskaber/4/sub_biotopes/1/title;sankelandskaber/5/id;sankelandskaber/5/title;sankelandskaber/5/sub_biotope_question;sankelandskaber/5/characteristic_question;sankelandskaber/5/color;sankelandskaber/5/profile_image/src;sankelandskaber/5/profile_image/id;sankelandskaber/5/sub_biotopes/0/id;sankelandskaber/5/sub_biotopes/0/title;sankelandskaber/5/sub_biotopes/1/id;sankelandskaber/5/sub_biotopes/1/title;sankelandskaber/6/id;sankelandskaber/6/title;sankelandskaber/6/sub_biotope_question;sankelandskaber/6/characteristic_question;sankelandskaber/6/color;sankelandskaber/6/profile_image/src;sankelandskaber/6/profile_image/id;sankelandskaber/6/sub_biotopes/0/id;sankelandskaber/6/sub_biotopes/0/title;sankelandskaber/6/sub_biotopes/1/id;sankelandskaber/6/sub_biotopes/1/title;sankelandskaber/3/biotope_characteristic/0/id;sankelandskaber/3/biotope_characteristic/0/title;sankelandskaber/3/biotope_characteristic/1/id;sankelandskaber/3/biotope_characteristic/1/title;season/8;season/9;season/10;season/11;sankelandskaber/7/id;sankelandskaber/7/title;sankelandskaber/7/sub_biotope_question;sankelandskaber/7/characteristic_question;sankelandskaber/7/color;sankelandskaber/7/profile_image/src;sankelandskaber/7/profile_image/id;sankelandskaber/7/sub_biotopes/0/id;sankelandskaber/7/sub_biotopes/0/title;sankelandskaber/7/sub_biotopes/1/id;sankelandskaber/7/sub_biotopes/1/title;sankelandskaber/4/biotope_characteristic/0/id;sankelandskaber/4/biotope_characteristic/0/title;sankelandskaber/4/biotope_characteristic/1/id;sankelandskaber/4/biotope_characteristic/1/title;categories/1/name;categories/1/info
283;Pear;468;1626076394;;8;;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/3916/2436/6075/Vild-paere_ravarekort_app.png;5435;;;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Beech;1283;1626076618;;4;9;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/1916/2436/8346/Bog_ravarkort_1.png;5442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Bird cherry;1759;1626077840;;6;7;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/8916/2437/0577/Fuglekirsbaer_ravarekort_app.png;5464;;;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Hazel;1527;1626077927;;8;9;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/4216/2437/1585/Hassel_ravarekort_app.png;5470;;;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Raspberry;1772;1626078039;;6;7;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/8116/2437/2594/Hindbaer_ravarekort_app_1.png;5476;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;;;;;;;;;;;;;;;;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Lime;998;1626079684;;4;5;6;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/1016/2445/6733/Lind_ravarkort_app.png;5505;;;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Norway spruce;1023;1626080249;;4;5;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/1216/2445/8318/Rodgran_ravarekort_app.png;5522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;Wild strawberry;886;1626080825;;5;6;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/3816/2451/7008/Skovjordbaer_ravarekort_app.png;5543;;;176;Hegn;Hvordan er hegnet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Tæt bevokset;1976;Åbent;2017;Kystnært;2018;Indland;;;;;;;177;Grøftekant;Hvordan er grøftekantens beskaffenhed?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Næringsfattig;1978;Næringsrig;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Downy birch;760;1626165916;;2;3;;;Shrubs and trees;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;https://vildmadv2.vps.webdock.io/application/files/9116/2452/1225/Vild_Mad_RV_Birk_V08.jpg;5566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Sorrel;1733;1626076446;;2;3;4;5;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/8416/2401/2670/Alm-syre_ravarkort_app.png;5427;6;7;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;8;9;2017;Kystnært;2018;Indland;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;Chickweed;5331;1626077723;;0;1;2;3;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/1016/2437/0364/Fuglegraes_ravarkort_app.png;5463;4;5;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;6;7;2017;Kystnært;2018;Indland;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;;;;;;;;;;;;;;;;;;;;;;;;;;;8;9;10;11;;;;;;;;;;;;;;;;;
351;Ramsons;9745;1626080055;;2;3;4;5;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;180;Coniferous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;https://vildmadv2.vps.webdock.io/application/files/2916/2445/7828/Ramslog_ravarkort_app.png;5516;6;7;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;8;9;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;
360;Redshank;1532;1626080326;;0;1;2;3;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/3414/9319/1820/rodknae_profil.jpg;1420;4;5;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;6;7;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;;;;;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;8;9;10;11;;;;;;;;;;;;;;;;;
365;Rose campion;1020;1626080393;;0;1;2;3;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/1416/2445/9195/Roset_sprintklap_ravarekort_app.png;5529;10;11;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;;;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;;;;;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;Spanish chervil;2328;1626080993;;2;3;4;5;Herbs and smaller plants;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/4015/1005/3932/Skaermbillede_2017-11-07_kl._12.24.27_kopi.jpg;2830;6;7;178;Græsland;Hvordan er græslandet?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Næringsfattig;1980;Næringsrig;;;;;8;9;2017;Kystnært;2018;Indland;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;;;;;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;
306;Elm;899;1626077642;;3;4;;;Shrubs and trees;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;https://vildmadv2.vps.webdock.io/application/files/2716/2437/0184/Elm_ravarkort_ravare_1.png;5460;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Elderberry;2082;1626078574;;7;8;9;;Shrubs and trees;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;https://vildmadv2.vps.webdock.io/application/files/5116/2437/3339/Hyld_ravarkort_app.png;5484;;;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;;;2017;Kystnært;2018;Indland;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;174;Strand;Hvordan er strandens beskaffenhed?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/7016/2201/2308/Vildmad_BT_Strand_01_1.jpg;5405;1973;Sandstrand;1974;Stenstrand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Bilberry;1776;1626079093;;7;8;;;Shrubs and trees;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/7316/2445/4470/Korsbaer_ravarekort_app.png;5495;;;179;Løvskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;;;;;;;2017;Kystnært;2018;Indland;180;Nåleskov;Hvordan er jordens karakter i skoven?;Hvordan er skovbunden?;#009748;https://vildmadv2.vps.webdock.io/application/files/6214/9036/4694/naaleskov.jpg;409;1987;Morbund;1988;Mulbund;;;;;171;Strandeng;Hvordan er jordens karakter på strandengen?;;#4171BB;https://vildmadv2.vps.webdock.io/application/files/7314/9812/2525/Vildmad_BT_Strandeng_24.jpg;1823;1948;Våd;1949;Tør;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;Walnut;1833;1626165592;;6;7;8;9;Shrubs and trees;176;Fence;How is the fence?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/2114/9036/4146/hegn.jpg;365;1975;Densely overgrown;1976;Open;179;Deciduous forest;What is the nature of the soil in the forest?;What is the forest floor like?;#009748;https://vildmadv2.vps.webdock.io/application/files/1016/2089/8647/VILDMAD_BT_Lovskov_08.jpg;5383;1981;Morbund;1982;Mulbund;https://vildmadv2.vps.webdock.io/application/files/7816/2452/6611/Valnod_ravarekort_app.png;5592;;;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;;;2017;Kystnært;2018;Indland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;Daisy;4630;1626076570;;2;3;4;5;Herbs and smaller plants;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;177;Ditch edge;What is the nature of the ditch edge?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/4616/2089/7447/VILDMAD_BT_Groftekant_05.jpg;5379;1977;Malnourished;1978;Nutritious;https://vildmadv2.vps.webdock.io/application/files/1416/2436/7746/Bellis_ravarkort_app.png;5440;6;7;181;By;Hvor er du i byens landskab?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/have;1993;Kyst/havn;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Cornflower;979;1683140208;;6;7;8;;Herbs and smaller plants;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;;;;;;;;;;;;https://vildmadv2.vps.webdock.io/application/files/5716/2445/4204/Kornblomst_ravarekort_app.png;5493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Red clover;1531;1626080296;;4;5;6;7;Herbs and smaller plants;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;181;Town;Where are you in the cityscape?;;#4B3C67;https://vildmadv2.vps.webdock.io/application/files/9414/9812/0663/VILDMAD_BT_BY_03-squashed.jpg;1783;1992;Park/garden;1993;Coast/port;https://vildmadv2.vps.webdock.io/application/files/5516/2445/8460/Rodklover_ravarkort_app.png;5524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Juniper;446;1626077689;;0;1;2;3;Shrubs and trees;178;Grassland;How is the grassland?;;#FEC21C;https://vildmadv2.vps.webdock.io/application/files/7916/2089/7481/Vildmad_BT_Gresland_09.jpg;5381;1979;Malnourished;1980;Nutritious;;;;;;;;;;;;https://vildmadv2.vps.webdock.io/application/files/4614/9036/4770/ene.jpg;425;4;5;;;;;;;;;;;;;;;;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;9;10;11;;;;;;;;;;;;;;;;;
